Name,Nationality,Team,Position,Age,Games,Games_starts,Minutes,Goals,Assists,Cards_yellow,Cards_red,Xg,Xg_assist,Progressive_carries,Progressive_passes,Progressive_passes_received,Goals_per90,Assists_per90,Xg_per90,Xg_assist_per90,Gk_goals_against_per90,Gk_save_pct,Gk_clean_sheet_pct,Gk_pens_save_pct,Shots_on_target_pct,Shots_per90,Goals_per_shot,Average_shot_distance,Passes_completed,Passes_pct,Passes_total_distance,Passes_pct_short,Passes_pct_medium,Passes_pct_long,Assisted_shots,Passes_into_final_third,Passes_into_penalty_area,Crosses_into_penalty_area,Progressive_passes,Sca,Sca_per90,Gca,Gca_per90,Tackles,Tackles_won,Challenge_tackles,Challenges_lost,Blocks,Blocked_shots,Blocked_passes,Interceptions,Touches,Touches_def_pen_area,Touches_def_3rd,Touches_mid_3rd,Touches_att_3rd,Touches_att_pen_area,Take_ons,Take_ons_won_pct,Take_ons_tackled_pct,Carries,Carries_progressive_distance,Progressive_carries,Carries_into_final_third,Carries_into_penalty_area,Miscontrols,Dispossessed,Passes_received,Progressive_passes_received,Fouls,Fouled,Offsides,Crosses,Ball_recoveries,Aerials_won,Aerials_lost,Aerials_won_pct
Jean-Philippe Mateta,FR,Crystal Palace,FW,27-311,33,30,2442,14,2,2,0,12.1,3.1,37,46,114,0.52,0.07,0.45,0.11,N/a,N/a,N/a,N/a,41.7,2.21,0.2,15.6,269,65.0,3557,76.4,62.5,31.8,27,31,15,2,46,56,2.06,8,0.29,17,12,3,13,16,3,13,2,680,24,57,327,310,86,42,42.9,47.6,363,894,37,20,8,67,41,502,114,27,26,17,24,60,59,95,38.3
Stephy Mavididi,ENG,Leicester City,FW,26-339,30,16,1615,4,1,2,0,1.8,2.6,91,57,138,0.22,0.06,0.1,0.15,N/a,N/a,N/a,N/a,26.9,1.45,0.15,16.1,460,75.0,6191,91.1,67.4,41.9,22,32,26,7,57,50,2.78,7,0.39,34,19,14,28,26,2,24,11,863,23,132,327,421,61,95,36.8,49.5,583,2355,91,40,27,39,35,623,138,18,18,3,69,83,9,15,37.5
Konstantinos Mavropanos,GR,West Ham,DF,27-145,31,20,1947,0,0,6,1,1.5,0.5,16,60,2,0.0,0.0,0.07,0.02,N/a,N/a,N/a,N/a,27.8,0.83,0.0,14.8,1013,85.8,19974,91.0,92.3,58.4,5,60,4,1,60,16,0.74,0,0.0,32,22,14,11,23,17,6,38,1432,221,746,632,62,24,17,52.9,29.4,794,2124,16,10,1,12,0,936,2,17,14,3,2,68,56,24,70.0
Noussair Mazraoui,MA,Manchester Utd,DF,27-172,34,31,2639,0,1,2,0,0.7,1.3,37,102,51,0.0,0.03,0.02,0.05,N/a,N/a,N/a,N/a,23.1,0.44,0.0,20.6,1409,85.5,21053,91.3,89.1,54.3,18,118,18,5,102,50,1.71,1,0.03,102,60,51,34,33,8,25,34,1976,158,779,903,318,27,47,55.3,36.2,1086,2680,37,29,3,23,16,1190,51,37,22,3,20,141,47,28,62.7
Bryan Mbeumo,CM,Brentford,FW,25-271,35,35,3144,18,6,3,0,10.8,8.0,118,128,319,0.52,0.17,0.31,0.23,N/a,N/a,N/a,N/a,42.3,2.03,0.18,17.7,809,66.6,12856,79.0,72.1,37.0,66,55,55,16,128,134,3.84,18,0.52,45,29,18,13,24,3,21,14,1633,54,232,517,913,149,99,46.5,41.4,984,3237,118,64,68,99,40,1109,319,23,43,11,182,143,34,69,33.0
Kasey McAteer,IE,Leicester City,FWMF,23-164,15,6,612,0,1,2,0,0.7,0.6,16,11,52,0.0,0.15,0.1,0.09,N/a,N/a,N/a,N/a,44.4,1.32,0.0,16.5,143,71.5,1989,84.7,73.2,45.5,8,8,6,2,11,18,2.65,2,0.29,14,11,9,12,13,1,12,3,288,17,54,112,128,21,16,12.5,62.5,174,473,16,9,8,14,10,193,52,15,14,2,16,33,10,16,38.5
Alex McCarthy,ENG,Southampton,GK,35-153,5,5,450,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,2.6,70.3,N/a,0.0,N/a,0.0,N/a,N/a,117,75.0,2823,95.3,91.8,49.2,0,5,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,173,141,173,0,0,0,0,N/a,N/a,100,276,0,0,0,0,0,88,0,0,1,0,0,4,2,0,100.0
John McGinn,SCT,Aston Villa,MFFW,30-199,31,25,2052,1,4,7,0,2.9,3.4,31,96,72,0.04,0.18,0.13,0.15,N/a,N/a,N/a,N/a,19.2,1.14,0.04,16.2,658,82.5,11150,91.5,86.4,59.0,29,66,27,7,96,68,2.98,7,0.31,31,22,11,16,21,2,19,14,999,28,158,532,319,52,44,40.9,27.3,547,1194,31,16,6,33,25,700,72,43,67,3,54,94,16,11,59.3
Dwight McNeil,ENG,Everton,MFFW,25-164,18,14,1262,4,4,1,0,1.1,3.8,35,63,74,0.29,0.29,0.08,0.27,N/a,N/a,N/a,N/a,40.0,1.78,0.16,21.9,420,73.7,7795,86.7,81.8,52.3,33,38,33,10,63,63,4.49,7,0.5,11,6,8,11,7,0,7,5,688,4,67,298,339,24,40,52.5,45.0,406,1041,35,30,5,24,29,468,74,6,14,1,97,71,3,15,16.7
James Mcatee,ENG,Manchester City,MFFW,22-199,14,2,304,3,0,1,0,2.8,0.3,7,6,26,0.89,0.0,0.83,0.1,N/a,N/a,N/a,N/a,33.3,3.55,0.25,14.3,86,78.9,1301,85.5,88.1,33.3,2,7,2,0,6,3,0.89,1,0.3,4,2,1,6,8,0,8,2,151,2,17,60,75,20,7,28.6,71.4,83,189,7,5,1,5,1,108,26,5,3,0,5,8,2,3,40.0
Ben Mee,ENG,Brentford,DF,35-226,7,2,183,0,0,2,0,0.0,0.0,3,11,2,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,0.0,N/a,N/a,93,77.5,1751,89.5,85.0,40.0,0,10,0,0,11,0,0.0,0,0.0,2,2,1,0,3,3,0,4,138,18,66,62,11,3,0,N/a,N/a,78,274,3,1,1,0,0,86,2,5,0,0,0,11,5,5,50.0
Mikel Merino,ES,Arsenal,MFFW,28-317,26,15,1418,6,2,2,0,4.4,1.9,9,62,88,0.38,0.13,0.28,0.12,N/a,N/a,N/a,N/a,37.5,2.03,0.19,10.5,422,78.0,5811,86.9,78.7,53.3,15,34,24,4,62,39,2.48,4,0.25,38,22,15,14,18,5,13,14,724,35,130,303,300,72,19,42.1,36.8,357,645,9,12,4,22,22,470,88,36,20,7,12,78,57,52,52.3
Nikola Milenković,RS,Nott'ham Forest,DF,27-205,33,33,2970,4,2,4,0,3.6,1.0,3,49,6,0.12,0.06,0.11,0.03,N/a,N/a,N/a,N/a,26.9,0.79,0.15,12.1,728,81.1,14579,87.1,87.2,60.8,8,48,2,0,49,18,0.55,3,0.09,43,26,21,6,39,23,16,24,1228,231,673,477,82,59,1,100.0,0.0,472,958,3,3,2,2,2,619,6,17,4,1,0,74,92,36,71.9
Lewis Miley,ENG,Newcastle Utd,MF,19-004,12,1,249,1,0,0,0,0.5,0.0,2,14,7,0.36,0.0,0.2,0.01,N/a,N/a,N/a,N/a,66.7,1.08,0.33,14.6,142,87.7,2084,88.9,96.1,87.5,1,10,4,0,14,3,1.08,0,0.0,11,9,6,5,5,1,4,2,198,5,37,105,57,5,3,33.3,33.3,96,186,2,1,0,5,1,141,7,3,1,0,0,16,5,5,50.0
James Milner,ENG,Brighton,MF,39-121,3,3,169,0,0,1,0,0.2,0.2,1,10,10,0.0,0.0,0.09,0.12,N/a,N/a,N/a,N/a,0.0,1.07,0.0,16.0,55,75.3,899,92.9,76.7,40.0,4,3,1,1,10,8,4.26,0,0.0,5,2,3,0,4,2,2,2,92,3,13,48,31,4,1,100.0,0.0,46,97,1,1,0,0,0,58,10,3,1,0,8,2,0,1,0.0
Tyrone Mings,ENG,Aston Villa,DF,32-053,13,11,1051,0,0,1,0,0.8,0.2,6,39,0,0.0,0.0,0.07,0.02,N/a,N/a,N/a,N/a,11.1,0.77,0.0,11.8,581,88.6,10405,92.7,94.3,54.0,3,47,5,0,39,17,1.45,2,0.17,6,5,2,0,13,11,2,7,767,139,388,340,43,15,2,100.0,0.0,472,1333,6,12,0,3,1,523,0,3,9,0,1,33,26,21,55.3
Yankuba Minteh,GM,Brighton,FWMF,20-287,29,17,1587,6,4,6,0,4.0,4.7,71,40,163,0.34,0.23,0.22,0.27,N/a,N/a,N/a,N/a,50.0,1.7,0.2,13.5,297,62.3,4794,78.3,61.9,47.5,25,13,29,8,40,54,3.07,11,0.62,45,32,17,28,20,0,20,11,723,30,129,204,408,121,84,47.6,44.0,410,1768,71,19,56,44,21,423,163,20,10,4,76,75,16,32,33.3
Tyrick Mitchell,ENG,Crystal Palace,DF,25-246,34,34,2852,0,4,2,0,1.2,5.6,56,62,160,0.0,0.13,0.04,0.18,N/a,N/a,N/a,N/a,18.2,0.35,0.0,13.4,904,72.2,14514,84.3,74.5,42.3,37,45,31,14,62,66,2.08,5,0.16,85,52,21,20,62,12,50,14,1614,104,560,615,452,42,31,41.9,48.4,742,1555,56,33,9,35,28,827,160,20,22,2,97,152,18,21,46.2
Kaoru Mitoma,JP,Brighton,FWMF,27-350,33,28,2521,9,3,1,0,8.8,4.4,138,82,277,0.32,0.11,0.31,0.16,N/a,N/a,N/a,N/a,46.3,1.93,0.17,13.9,701,75.3,9130,86.9,70.5,44.0,35,34,32,8,82,83,2.96,8,0.29,43,26,18,28,46,3,43,13,1300,15,149,445,734,156,127,38.6,57.5,786,3663,138,76,55,49,22,911,277,39,23,5,72,92,24,27,47.1
Mikey Moore,ENG,Tottenham,FW,17-267,8,2,208,0,1,0,0,0.2,0.3,9,7,31,0.0,0.43,0.09,0.15,N/a,N/a,N/a,N/a,0.0,1.3,0.0,19.5,52,70.3,645,96.9,62.5,16.7,3,1,5,1,7,10,4.33,2,0.87,0,0,0,1,1,0,1,1,105,1,11,27,68,12,12,8.3,75.0,76,263,9,3,4,6,5,79,31,3,5,3,14,8,1,4,20.0
Morato,BR,Nott'ham Forest,DF,23-309,23,5,799,0,0,2,0,0.2,0.0,0,14,1,0.0,0.0,0.02,0.0,N/a,N/a,N/a,N/a,50.0,0.23,0.0,8.6,181,74.2,3048,83.7,83.5,35.7,0,11,0,0,14,3,0.34,0,0.0,21,13,13,7,11,4,7,10,382,82,237,128,19,2,1,100.0,0.0,124,273,0,2,0,6,3,158,1,10,2,0,0,31,5,13,27.8
Álex Moreno,ES,Nott'ham Forest,DFMF,31-331,15,11,955,0,1,2,0,0.2,1.3,26,34,34,0.0,0.09,0.02,0.12,N/a,N/a,N/a,N/a,0.0,0.57,0.0,23.7,308,72.0,4574,87.6,64.2,35.0,8,25,9,2,34,16,1.51,2,0.19,25,18,15,24,11,5,6,15,559,60,210,202,158,8,21,38.1,38.1,229,864,26,16,4,13,6,258,34,12,6,0,19,50,3,11,21.4
Sam Morsy,EG,Ipswich Town,MF,33-237,30,28,2486,1,1,10,0,0.3,0.8,16,104,9,0.04,0.04,0.01,0.03,N/a,N/a,N/a,N/a,22.2,0.33,0.11,26.3,1103,86.2,17664,93.2,91.3,57.4,18,132,13,2,104,40,1.45,2,0.07,62,36,26,31,32,13,19,28,1498,88,447,855,210,4,21,57.1,33.3,761,1783,16,20,2,15,10,999,9,45,24,0,12,138,17,23,42.5
Yerson Mosquera,CO,Wolves,DF,24-003,5,5,441,0,0,2,0,0.3,0.1,0,7,0,0.0,0.0,0.07,0.02,N/a,N/a,N/a,N/a,0.0,0.41,0.0,12.4,205,85.4,3996,90.4,93.5,62.9,2,16,1,1,7,5,1.02,0,0.0,11,7,9,5,13,10,3,10,294,43,170,115,12,7,0,N/a,N/a,168,322,0,1,0,4,1,182,0,6,7,1,2,24,11,6,64.7
Mason Mount,ENG,Manchester Utd,MFFW,26-115,14,5,430,1,0,3,0,2.3,0.2,11,21,23,0.21,0.0,0.48,0.04,N/a,N/a,N/a,N/a,38.5,2.72,0.08,15.7,142,80.2,1994,85.6,80.8,54.5,5,11,4,1,21,15,3.14,0,0.0,10,4,8,2,8,1,7,3,233,6,31,119,86,20,5,0.0,80.0,149,328,11,9,2,9,9,172,23,14,7,0,9,15,4,6,40.0
Mykhailo Mudryk,UA,Chelsea,FW,24-120,7,1,151,0,0,0,0,0.3,1.0,7,5,12,0.0,0.0,0.15,0.58,N/a,N/a,N/a,N/a,100.0,0.6,0.0,11.6,28,66.7,431,70.8,66.7,50.0,2,2,2,1,5,6,3.6,0,0.0,2,2,0,0,3,1,2,0,62,3,12,15,38,6,8,37.5,62.5,39,227,7,8,0,3,7,42,12,2,2,1,7,9,2,4,33.3
Marshall Munetsi,ZW,Wolves,MFFW,28-317,11,10,878,1,1,0,0,3.0,1.5,7,8,26,0.1,0.1,0.31,0.15,N/a,N/a,N/a,N/a,33.3,1.54,0.07,14.8,125,72.7,1520,79.6,75.0,33.3,7,4,2,1,8,16,1.64,1,0.1,21,10,12,8,12,1,11,6,302,17,50,161,94,24,10,20.0,70.0,119,159,7,3,3,28,12,150,26,15,10,3,6,31,24,18,57.1
Rodrigo Muniz,BR,Fulham,FW,24-001,31,8,964,8,1,1,0,5.8,0.7,6,27,31,0.75,0.09,0.54,0.07,N/a,N/a,N/a,N/a,48.7,3.64,0.21,12.0,92,64.8,1540,67.6,68.9,84.6,7,13,3,0,27,17,1.59,2,0.19,10,5,4,0,9,2,7,5,311,14,27,161,127,55,18,33.3,50.0,157,187,6,4,3,47,24,237,31,11,31,3,1,14,67,63,51.5
Arijanet Muric,XK,Ipswich Town,GK,26-179,18,18,1620,0,0,1,0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,1.83,70.0,N/a,0.0,N/a,0.0,N/a,N/a,454,71.7,11705,100.0,97.3,40.6,0,14,0,0,1,1,0.06,0,0.0,0,0,0,2,0,0,0,0,689,559,672,18,0,0,0,N/a,N/a,405,1178,0,0,0,3,1,321,0,0,4,0,0,26,11,1,91.7
Murillo,BR,Nott'ham Forest,DF,22-305,33,33,2928,1,0,5,0,1.4,1.1,20,102,5,0.03,0.0,0.04,0.03,N/a,N/a,N/a,N/a,21.7,0.71,0.04,22.7,1016,77.9,20093,90.2,87.4,48.5,12,116,12,1,102,37,1.14,2,0.06,52,36,26,19,66,43,23,30,1729,386,888,762,93,20,33,78.8,21.2,737,2199,20,24,1,18,10,875,5,25,4,0,12,129,42,19,68.9
Jacob Murphy,ENG,Newcastle Utd,FW,30-070,32,28,2139,8,11,3,0,5.7,8.1,70,67,216,0.34,0.46,0.24,0.34,N/a,N/a,N/a,N/a,35.7,1.77,0.19,18.2,611,68.3,9226,83.8,67.5,42.4,38,49,35,14,67,73,3.07,14,0.59,22,15,16,15,31,0,31,11,1140,21,162,421,568,88,64,48.4,46.9,665,2081,70,31,25,30,34,824,216,11,14,3,110,92,4,15,21.1
Daniel Muñoz,CO,Crystal Palace,DF,28-344,33,33,2868,4,4,9,0,4.6,4.4,49,83,183,0.13,0.13,0.14,0.14,N/a,N/a,N/a,N/a,37.5,1.0,0.13,12.3,1004,75.8,15308,85.7,77.1,44.3,39,53,31,13,83,74,2.32,9,0.28,109,70,49,37,35,3,32,39,1788,107,508,743,556,89,50,38.0,58.0,695,1461,49,32,15,50,18,846,183,47,19,13,60,149,56,73,43.4
Vitaliy Mykolenko,UA,Everton,DF,25-341,32,32,2812,0,1,3,0,0.4,1.6,31,105,90,0.0,0.03,0.01,0.05,N/a,N/a,N/a,N/a,0.0,0.38,0.0,20.5,908,74.4,15184,89.0,74.2,44.7,20,96,37,22,105,38,1.22,3,0.1,55,33,26,25,24,9,15,37,1541,115,480,656,416,30,20,40.0,45.0,636,1432,31,27,1,21,10,783,90,20,28,3,91,79,46,36,56.1
Iliman Ndiaye,SN,Everton,FW,25-060,30,27,2252,7,0,3,0,5.2,1.6,81,50,115,0.28,0.0,0.21,0.06,N/a,N/a,N/a,N/a,40.6,1.28,0.16,17.4,543,80.8,8134,86.1,86.1,68.0,17,35,14,5,50,59,2.36,5,0.2,48,25,19,26,27,5,22,17,1000,34,202,411,435,77,137,46.0,46.7,575,2221,81,41,30,49,43,612,115,24,47,5,38,163,6,19,24.0
Wilfred Ndidi,NG,Leicester City,MF,28-140,26,26,2147,0,4,8,0,2.0,1.8,17,65,75,0.0,0.17,0.09,0.08,N/a,N/a,N/a,N/a,36.4,0.92,0.0,13.9,775,80.3,11104,87.0,82.1,54.5,15,62,10,3,65,27,1.13,3,0.13,81,50,27,27,47,19,28,26,1298,113,430,634,246,60,32,40.6,53.1,628,1029,17,23,2,34,33,772,75,39,17,3,30,121,55,55,50.0
Kosta Nedeljković,RS,Aston Villa,DF,19-140,5,0,126,0,0,0,0,0.0,0.0,1,6,0,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,0.0,N/a,N/a,47,88.7,853,95.7,84.0,80.0,0,5,0,0,6,0,0.0,0,0.0,7,5,2,1,1,0,1,0,66,4,15,32,19,0,2,50.0,50.0,27,33,1,0,0,1,0,32,0,0,1,0,1,4,0,1,0.0
Reiss Nelson,ENG,Fulham,FW,25-146,11,5,487,1,1,1,0,1.1,1.0,45,35,63,0.18,0.18,0.2,0.18,N/a,N/a,N/a,N/a,50.0,2.22,0.08,15.4,232,86.6,3429,92.5,84.6,63.2,13,7,15,3,35,31,5.73,1,0.18,8,6,5,8,11,0,11,5,347,5,30,110,212,35,35,37.1,37.1,259,960,45,25,21,14,8,274,63,6,9,1,23,29,0,4,0.0
Neto,BR,Bournemouth,GK,35-290,2,2,180,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0,84.6,N/a,N/a,N/a,0.0,N/a,N/a,40,64.5,1183,100.0,100.0,36.4,0,2,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,70,60,70,0,0,0,0,N/a,N/a,35,99,0,0,0,0,0,28,0,0,2,0,0,3,0,0,N/a
Pedro Neto,PT,Chelsea,FW,25-057,32,21,2013,4,5,8,0,2.9,6.1,118,57,229,0.18,0.22,0.13,0.27,N/a,N/a,N/a,N/a,29.6,2.41,0.07,18.8,632,78.6,10311,92.9,81.5,47.9,44,29,35,22,57,85,3.8,8,0.36,22,9,8,11,13,2,11,9,1034,12,92,302,657,108,92,32.6,43.5,672,3004,118,52,42,40,25,753,229,19,29,3,133,71,10,26,27.8
Eddie Nketiah,ENG,Crystal Palace,FWMF,25-340,25,8,880,1,1,5,1,4.3,1.5,37,17,65,0.1,0.1,0.44,0.15,N/a,N/a,N/a,N/a,33.3,3.68,0.03,14.4,165,75.0,2479,79.5,83.3,70.6,11,11,4,0,17,26,2.66,2,0.2,12,5,5,6,10,1,9,2,360,10,39,150,178,59,19,52.6,31.6,211,807,37,22,13,30,15,256,65,25,23,3,5,21,18,31,36.7
Christopher Nkunku,FR,Chelsea,FW,27-172,27,9,921,3,2,2,0,4.8,2.1,17,25,68,0.29,0.2,0.47,0.21,N/a,N/a,N/a,N/a,44.0,2.44,0.12,12.6,299,89.5,3928,91.6,92.2,100.0,14,26,7,0,25,34,3.32,4,0.39,12,8,6,2,9,2,7,7,448,10,52,183,217,52,27,37.0,51.9,280,628,17,16,13,18,17,356,68,16,11,3,4,29,16,22,42.1
Matheus Nunes,PT,Manchester City,DFMF,26-251,24,17,1494,1,5,4,0,0.9,4.2,59,69,156,0.06,0.3,0.05,0.25,N/a,N/a,N/a,N/a,42.9,0.42,0.14,18.3,957,86.3,14863,91.3,88.2,64.9,21,45,25,7,69,39,2.35,6,0.36,32,21,15,19,14,3,11,13,1267,39,221,494,560,54,36,44.4,36.1,779,2131,59,31,22,29,13,916,156,28,17,6,39,60,13,16,44.8
Ethan Nwaneri,ENG,Arsenal,FWMF,18-045,25,10,821,4,2,1,0,1.1,1.0,44,30,102,0.44,0.22,0.12,0.11,N/a,N/a,N/a,N/a,36.4,2.41,0.18,18.2,307,80.2,4430,91.9,76.9,51.4,12,16,13,6,30,22,2.41,3,0.33,11,7,7,11,8,2,6,2,496,3,43,160,298,40,55,58.2,30.9,334,1243,44,23,16,21,17,362,102,8,5,6,51,33,4,7,36.4
Christian Nørgaard,DK,Brentford,MF,31-056,31,31,2549,5,3,6,1,3.9,1.0,12,133,37,0.18,0.11,0.14,0.04,N/a,N/a,N/a,N/a,34.3,1.24,0.14,14.3,1049,81.3,17392,87.0,85.1,58.6,17,128,24,4,133,49,1.73,10,0.35,75,45,44,27,51,19,32,45,1638,161,561,780,312,52,13,46.2,38.5,738,1204,12,12,4,31,18,974,37,41,28,1,15,179,44,29,60.3
Darwin Núñez,UY,Liverpool,FW,25-315,27,8,1051,5,2,8,0,5.3,1.2,22,27,69,0.43,0.17,0.45,0.11,N/a,N/a,N/a,N/a,36.4,2.83,0.15,14.3,151,70.6,2248,80.4,73.0,66.7,9,9,2,0,27,27,2.31,4,0.34,19,16,6,10,6,0,6,3,340,10,44,113,193,66,21,38.1,57.1,184,529,22,17,12,21,19,228,69,27,14,11,2,39,17,30,36.2
Jake O'Brien,IE,Everton,DF,23-355,18,15,1391,2,0,5,0,0.7,0.6,7,43,24,0.13,0.0,0.05,0.04,N/a,N/a,N/a,N/a,60.0,0.32,0.4,11.5,509,78.3,9400,88.7,80.1,64.0,6,41,8,5,43,16,1.04,0,0.0,24,16,16,8,16,4,12,4,805,69,321,352,135,18,10,40.0,50.0,356,743,7,6,2,5,5,428,24,13,4,3,18,51,33,27,55.0
Matt O'Riley,DK,Brighton,MF,24-165,18,10,847,1,1,1,0,2.0,1.7,19,34,47,0.11,0.11,0.21,0.18,N/a,N/a,N/a,N/a,30.0,2.13,0.05,16.8,285,77.9,4508,90.1,80.3,50.0,17,28,7,0,34,35,3.72,4,0.43,15,9,4,8,7,3,4,13,468,17,68,212,190,40,12,58.3,33.3,243,493,19,11,7,16,3,275,47,13,12,1,43,24,5,7,41.7
Dara O'Shea,IE,Ipswich Town,DF,26-062,32,32,2852,0,2,6,0,1.2,0.5,3,71,8,0.0,0.06,0.04,0.02,N/a,N/a,N/a,N/a,10.0,0.63,0.0,13.6,1112,77.7,22113,86.7,84.8,50.0,3,83,3,1,71,22,0.69,4,0.13,47,30,20,11,59,47,12,31,1841,361,1065,663,118,48,2,50.0,50.0,805,1751,3,2,0,11,4,1048,8,18,22,3,7,101,103,79,56.6
Chidozie Obi-Martin,DK,Manchester Utd,FW,17-157,6,1,155,0,0,1,0,0.6,0.0,2,1,12,0.0,0.0,0.35,0.0,N/a,N/a,N/a,N/a,25.0,2.32,0.0,10.8,19,82.6,247,90.0,77.8,50.0,0,1,0,0,1,2,1.16,0,0.0,2,1,2,0,0,0,0,0,44,3,6,19,19,8,3,33.3,66.7,22,50,2,0,1,5,1,29,12,3,1,0,0,9,1,4,20.0
Wilson Odobert,FR,Tottenham,FW,20-158,13,7,629,1,0,0,0,1.2,0.9,40,21,56,0.14,0.0,0.17,0.13,N/a,N/a,N/a,N/a,27.3,1.57,0.09,16.8,173,77.2,2288,91.6,71.4,60.0,5,8,10,3,21,14,2.01,1,0.14,9,3,6,5,4,0,4,3,306,5,32,109,168,32,29,41.4,48.3,221,1028,40,21,17,16,14,229,56,1,3,1,21,29,3,6,33.3
Chiedozie Ogbene,IE,Ipswich Town,FW,28-004,5,3,238,0,0,0,0,0.0,0.1,7,0,15,0.0,0.0,0.0,0.03,N/a,N/a,N/a,N/a,N/a,0.0,N/a,N/a,32,74.4,415,83.3,80.0,100.0,2,0,0,0,0,3,1.13,0,0.0,7,3,2,2,1,0,1,1,70,3,11,19,40,6,7,14.3,42.9,41,139,7,2,2,4,2,43,15,2,7,1,4,6,1,6,14.3
Caleb Okoli,IT,Leicester City,DF,23-296,18,12,1124,1,0,4,0,0.6,0.0,3,32,2,0.08,0.0,0.05,0.0,N/a,N/a,N/a,N/a,50.0,0.32,0.25,13.5,558,86.4,9738,91.3,91.0,55.4,0,21,1,0,32,4,0.32,0,0.0,25,14,11,7,24,14,10,15,804,152,450,324,35,10,0,N/a,N/a,467,1106,3,6,0,10,2,483,2,16,9,0,1,44,23,21,52.3
Robin Olsen,SE,Aston Villa,GK,35-117,3,1,180,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,2.0,55.6,N/a,N/a,N/a,0.0,N/a,N/a,54,71.1,1466,100.0,100.0,37.1,0,2,0,0,0,2,1.0,1,0.5,1,0,1,0,0,0,0,0,83,73,82,1,0,0,0,N/a,N/a,44,109,0,0,0,0,0,41,0,0,0,0,0,2,0,0,N/a
Amadou Onana,BE,Aston Villa,MF,23-262,23,17,1378,3,0,4,0,2.1,0.3,21,60,14,0.2,0.0,0.14,0.02,N/a,N/a,N/a,N/a,35.3,1.11,0.18,14.7,607,88.5,9552,94.3,89.8,73.0,8,56,9,1,60,27,1.76,4,0.26,47,24,14,12,14,6,8,24,858,62,233,506,133,21,17,64.7,17.6,468,1293,21,20,1,10,9,579,14,30,24,0,1,66,27,18,60.0
André Onana,CM,Manchester Utd,GK,29-033,33,33,2970,0,0,0,0,0.0,0.2,0,1,0,0.0,0.0,0.0,0.01,1.3,69.0,N/a,25.0,N/a,0.0,N/a,N/a,920,73.1,21868,99.1,99.0,36.3,1,24,0,0,1,4,0.12,0,0.0,1,1,1,2,0,0,0,0,1323,1005,1302,22,0,0,0,N/a,N/a,932,2615,0,0,0,1,0,810,0,0,2,0,0,33,6,0,100.0
Paul Onuachu,NG,Southampton,FW,30-342,24,11,1029,4,1,4,0,3.6,0.5,7,13,40,0.35,0.09,0.32,0.04,N/a,N/a,N/a,N/a,44.1,2.97,0.12,10.4,156,60.7,2219,62.9,62.7,63.2,8,13,2,0,13,9,0.79,1,0.09,7,2,3,4,7,2,5,1,428,17,43,228,160,66,25,28.0,56.0,208,243,7,5,2,49,33,349,40,28,16,9,0,17,90,56,61.6
Stefan Ortega,DE,Manchester City,GK,32-180,13,12,1100,0,0,1,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.47,68.0,N/a,0.0,N/a,0.0,N/a,N/a,373,81.3,8327,97.1,96.9,51.3,0,6,0,0,0,0,0.0,0,0.0,0,0,0,1,0,0,0,0,492,383,489,3,0,0,0,N/a,N/a,323,864,0,0,0,0,0,309,0,1,2,0,0,8,2,0,100.0
William Osula,DK,Newcastle Utd,FW,21-274,12,0,104,1,0,0,0,0.1,0.1,2,2,12,0.87,0.0,0.1,0.08,N/a,N/a,N/a,N/a,33.3,2.6,0.33,14.5,11,61.1,126,61.5,50.0,N/a,1,0,1,0,2,2,1.73,0,0.0,1,0,0,2,0,0,0,4,41,1,2,17,22,4,6,50.0,50.0,25,55,2,1,0,5,5,27,12,2,1,1,1,2,4,1,80.0
Dango Ouattara,BF,Bournemouth,FW,23-083,32,21,2005,7,4,3,0,8.4,5.5,79,43,191,0.31,0.18,0.38,0.25,N/a,N/a,N/a,N/a,32.3,2.78,0.11,13.5,367,60.0,5725,72.9,62.2,37.3,35,21,26,11,43,72,3.23,6,0.27,35,26,17,24,36,10,26,11,959,62,165,316,497,128,82,47.6,41.5,492,1777,79,35,38,63,32,577,191,16,19,14,88,92,45,63,41.7
Nico O’Reilly,ENG,Manchester City,DF,20-045,8,6,513,2,0,0,0,1.3,0.4,16,17,25,0.35,0.0,0.23,0.06,N/a,N/a,N/a,N/a,37.5,1.4,0.25,15.4,304,86.9,4026,92.5,81.3,50.0,4,28,1,1,17,12,2.11,2,0.35,9,4,4,4,5,1,4,4,416,14,70,221,130,18,15,60.0,40.0,246,574,16,14,0,14,12,296,25,6,4,1,8,29,5,7,41.7
